47.243.74.33 - - [20/Jun/2023:02:04:15 -0700] "GET / HTTP/1.1" 200 13140 "-" "Mozilla/5.0 (Linux; U; Android 11; zh-cn; M2102K1C Build/PKQ1.201112.002) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/79.0.3945.147 Mobile Safari/537.36" 
66.249.66.77 - - [20/Jun/2023:13:56:12 -0700] "HEAD / HTTP/1.1" 301 223 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
98.47.102.22 - - [20/Jun/2023:13:59:43 -0700] "GET /Datasets%20Description/Network/dhcp.html HTTP/1.1" 200 1461 "http://www.secrepo.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15" 
114.119.153.208 - - [20/Jun/2023:14:09:28 -0700] "GET /self.logs/error.log.2020-12-22 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
114.119.137.38 - - [20/Jun/2023:14:10:52 -0700] "GET /self.logs/error.log.2020-06-20 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
46.196.85.75 - - [20/Jun/2023:14:14:01 -0700] "GET / HTTP/1.1" 200 13184 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36" 
46.196.85.75 - - [20/Jun/2023:14:14:01 -0700] "GET /css/style.css HTTP/1.1" 404 305 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36" 
46.196.85.75 - - [20/Jun/2023:14:14:01 -0700] "GET /twitter-icon.png HTTP/1.1" 200 27893 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36" 
46.196.85.75 - - [20/Jun/2023:14:14:01 -0700] "GET /GitHub-Mark.png HTTP/1.1" 200 7556 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36" 
46.196.85.75 - - [20/Jun/2023:14:14:02 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 690 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36" 
3.88.225.145 - - [20/Jun/2023:14:17:04 -0700] "GET / HTTP/1.1" 200 13185 "-" "Iframely/1.3.1 (+https://iframely.com/docs/about)" 
44.231.195.240 - - [20/Jun/2023:14:17:05 -0700] "HEAD /bootstrap/img/favicon.ico HTTP/1.1" 200 395 "-" "-" 
44.231.195.240 - - [20/Jun/2023:14:17:05 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 690 "-" "Notion/1.0 (https://notion.so; team@makenotion.com)" 
132.231.12.69 - - [20/Jun/2023:14:29:15 -0700] "GET /robots.txt HTTP/1.1" 200 377 "-" "OWLer/0.1 (built with StormCrawler; https://ows.eu/owler; owl@ow-s.eu)" 
132.231.12.69 - - [20/Jun/2023:14:29:16 -0700] "GET / HTTP/1.1" 200 13162 "-" "OWLer/0.1 (built with StormCrawler; https://ows.eu/owler; owl@ow-s.eu)" 
132.231.12.69 - - [20/Jun/2023:14:29:18 -0700] "GET / HTTP/1.1" 200 13162 "-" "OWLer/0.1 (built with StormCrawler; https://ows.eu/owler; owl@ow-s.eu)" 
132.231.12.69 - - [20/Jun/2023:14:29:20 -0700] "GET /robots.txt HTTP/1.1" 301 495 "-" "OWLer/0.1 (built with StormCrawler; https://ows.eu/owler; owl@ow-s.eu)" 
132.231.12.69 - - [20/Jun/2023:14:29:20 -0700] "GET / HTTP/1.1" 301 474 "-" "OWLer/0.1 (built with StormCrawler; https://ows.eu/owler; owl@ow-s.eu)" 
132.231.12.69 - - [20/Jun/2023:14:29:22 -0700] "GET /Datasets%20Description/HTML_Bro_log_2 HTTP/1.1" 301 619 "-" "OWLer/0.1 (built with StormCrawler; https://ows.eu/owler; owl@ow-s.eu)" 
132.231.12.69 - - [20/Jun/2023:14:29:24 -0700] "GET /Datasets%20Description/HTML_Bro_log_3 HTTP/1.1" 301 619 "-" "OWLer/0.1 (built with StormCrawler; https://ows.eu/owler; owl@ow-s.eu)" 
132.231.12.69 - - [20/Jun/2023:14:29:24 -0700] "GET /Datasets%20Description/HTML_Bro_log_1 HTTP/1.1" 301 618 "-" "OWLer/0.1 (built with StormCrawler; https://ows.eu/owler; owl@ow-s.eu)" 
66.249.66.66 - - [20/Jun/2023:14:34:05 -0700] "GET /ads.txt HTTP/1.1" 404 328 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
40.77.167.250 - - [20/Jun/2023:14:46:24 -0700] "GET /self.logs/ HTTP/1.1" 200 43601 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" 
51.222.253.6 - - [20/Jun/2023:15:25:57 -0700] "GET / HTTP/1.1" 200 13141 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" 
52.206.100.202 - - [20/Jun/2023:15:29:00 -0700] "GET / HTTP/1.1" 200 13141 "-" "Mozilla/5.0 (compatible; startmebot/1.0; +https://start.me/bot)" 
104.10.253.142 - - [20/Jun/2023:15:35:45 -0700] "GET / HTTP/1.1" 200 13185 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko)" 
104.10.253.142 - - [20/Jun/2023:15:35:45 -0700] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 328 "-" "Safari/16614.1.25.9.10 CFNetwork/1240.0.4.1 Darwin/20.6.0" 
104.10.253.142 - - [20/Jun/2023:15:35:45 -0700] "GET /apple-touch-icon.png HTTP/1.1" 404 305 "-" "Safari/16614.1.25.9.10 CFNetwork/1240.0.4.1 Darwin/20.6.0" 
104.10.253.142 - - [20/Jun/2023:15:35:45 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 690 "-" "Safari/16614.1.25.9.10 CFNetwork/1240.0.4.1 Darwin/20.6.0" 
104.10.253.142 - - [20/Jun/2023:15:35:45 -0700] "GET / HTTP/1.1" 200 13162 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1" 
104.10.253.142 - - [20/Jun/2023:15:35:45 -0700] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 305 "-" "Safari/16614.1.25.9.10 CFNetwork/1240.0.4.1 Darwin/20.6.0" 
104.10.253.142 - - [20/Jun/2023:15:35:45 -0700] "GET /apple-touch-icon.png HTTP/1.1" 404 305 "-" "Safari/16614.1.25.9.10 CFNetwork/1240.0.4.1 Darwin/20.6.0" 
40.77.167.235 - - [20/Jun/2023:15:36:52 -0700] "GET / HTTP/1.1" 200 13141 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" 
198.235.24.249 - - [20/Jun/2023:15:42:23 -0700] "GET / HTTP/1.1" 200 49089 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com" 
120.244.123.149 - - [20/Jun/2023:15:45:24 -0700] "GET /robots.txt HTTP/1.1" 200 340 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36" 
114.119.129.191 - - [20/Jun/2023:16:02:47 -0700] "GET /self.logs/error.log.2020-07-25 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
66.249.66.162 - - [20/Jun/2023:16:44:52 -0700] "GET /robots.txt HTTP/1.1" 200 377 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
66.249.66.162 - - [20/Jun/2023:16:44:52 -0700] "GET /Datasets%20Description/P HTTP/1.1" 429 475 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.5735.90 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
206.47.249.246 - - [20/Jun/2023:16:46:03 -0700] "GET /self.logs/error.log.2019-04-23.gz HTTP/1.1" 304 280 "-" "Mozilla/4.0 (compatible;)" 
52.204.27.85 - - [20/Jun/2023:17:06:23 -0700] "GET / HTTP/1.1" 200 49089 "-" "Mozilla/5.0 (compatible)" 
3.1.129.11 - - [20/Jun/2023:17:06:28 -0700] "GET /Datasets%20Description/Network/?C=D%3BO=A HTTP/1.1" 200 769 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; spider-feedback@bytedance.com)" 
8.140.56.75 - - [20/Jun/2023:17:08:32 -0700] "GET / HTTP/1.1" 200 13185 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4280.67 Safari/537.36 Edg/97.0.664.52" 
46.101.158.159 - - [20/Jun/2023:17:08:40 -0700] "GET / HTTP/1.1" 301 419 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)" 
46.101.158.159 - - [20/Jun/2023:17:08:40 -0700] "GET / HTTP/1.1" 200 13141 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)" 
116.179.33.148 - - [20/Jun/2023:17:08:41 -0700] "GET /robots.txt HTTP/1.1" 200 340 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36" 
220.181.108.91 - - [20/Jun/2023:17:08:40 -0700] "GET /honeypot/BSidesDFW%20-%202014.ipynb HTTP/1.1" 200 930884 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" 
116.179.33.140 - - [20/Jun/2023:17:08:56 -0700] "GET /robots.txt HTTP/1.1" 200 340 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36" 
18.215.144.9 - - [20/Jun/2023:17:15:01 -0700] "GET / HTTP/1.1" 200 13141 "-" "Mozilla/5.0 (compatible; startmebot/1.0; +https://start.me/bot)" 
192.241.142.6 - - [20/Jun/2023:17:34:09 -0700] "GET / HTTP/1.1" 301 419 "-" "Mozilla/5.0 (Windows NT 6.1; rv:57.0) Gecko/20100101 Firefox/57.0" 
192.241.142.6 - - [20/Jun/2023:17:34:09 -0700] "GET / HTTP/1.1" 429 420 "http://secrepo.com" "Mozilla/5.0 (Windows NT 6.1; rv:57.0) Gecko/20100101 Firefox/57.0" 
13.215.95.133 - - [20/Jun/2023:17:51:46 -0700] "GET /self.logs/2016/access.log.2016-07-18.gz HTTP/1.1" 200 8415 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; spider-feedback@bytedance.com)" 
114.119.138.151 - - [20/Jun/2023:18:10:53 -0700] "GET /self.logs/error.log.2020-08-30 HTTP/1.1" 200 351 "-" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
123.125.109.84 - - [20/Jun/2023:18:14:57 -0700] "GET / HTTP/1.1" 200 13147 "-" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
51.222.253.17 - - [20/Jun/2023:18:24:45 -0700] "GET /Datasets%20Description/HTML_Bro_log_3/dhcp.html HTTP/1.1" 200 1696 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" 
66.249.66.77 - - [20/Jun/2023:19:34:06 -0700] "GET /ads.txt HTTP/1.1" 301 489 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
185.162.124.1 - - [20/Jun/2023:19:35:45 -0700] "GET / HTTP/1.1" 200 13185 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko)" 
185.162.124.1 - - [20/Jun/2023:19:35:46 -0700] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 328 "-" "Safari%E6%B5%8F%E8%A7%88%E5%99%A8/16615.2.9.11.6 CFNetwork/1240.0.4.3 Darwin/20.6.0" 
185.162.124.1 - - [20/Jun/2023:19:35:47 -0700] "GET /apple-touch-icon.png HTTP/1.1" 404 328 "-" "Safari%E6%B5%8F%E8%A7%88%E5%99%A8/16615.2.9.11.6 CFNetwork/1240.0.4.3 Darwin/20.6.0" 
185.162.124.1 - - [20/Jun/2023:19:35:47 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 713 "-" "Safari%E6%B5%8F%E8%A7%88%E5%99%A8/16615.2.9.11.6 CFNetwork/1240.0.4.3 Darwin/20.6.0" 
185.162.124.1 - - [20/Jun/2023:19:35:48 -0700] "GET / HTTP/1.1" 200 13185 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1" 
185.162.124.1 - - [20/Jun/2023:19:35:49 -0700] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 328 "-" "Safari%E6%B5%8F%E8%A7%88%E5%99%A8/16615.2.9.11.6 CFNetwork/1240.0.4.3 Darwin/20.6.0" 
185.162.124.1 - - [20/Jun/2023:19:35:49 -0700] "GET /apple-touch-icon.png HTTP/1.1" 404 328 "-" "Safari%E6%B5%8F%E8%A7%88%E5%99%A8/16615.2.9.11.6 CFNetwork/1240.0.4.3 Darwin/20.6.0" 
1.64.168.213 - - [20/Jun/2023:19:44:57 -0700] "GET /honeypot/honeypot.json.zip HTTP/1.1" 200 478880 "https://link.csdn.net/?target=http%3A%2F%2Fwww.secrepo.com%2Fhoneypot%2Fhoneypot.json.zip" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0" 
1.64.168.213 - - [20/Jun/2023:19:45:18 -0700] "GET /honeypot/honeypot.json.zip HTTP/1.1" 200 148920 "https://link.csdn.net/?target=http%3A%2F%2Fwww.secrepo.com%2Fhoneypot%2Fhoneypot.json.zip" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0" 
114.119.153.232 - - [20/Jun/2023:20:01:32 -0700] "GET /self.logs/error.log.2020-05-22 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
114.119.132.242 - - [20/Jun/2023:20:03:11 -0700] "GET /self.logs/error.log.2020-02-07 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
114.119.157.174 - - [20/Jun/2023:20:06:22 -0700] "GET /robots.txt HTTP/1.1" 200 377 "-" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
27.150.191.126 - - [20/Jun/2023:20:13:43 -0700] "GET / HTTP/1.1" 200 13183 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.25 Safari/537.36" 
124.79.124.80 - - [20/Jun/2023:20:13:43 -0700] "GET /robots.txt HTTP/1.1" 200 377 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36" 
124.79.124.80 - - [20/Jun/2023:20:13:43 -0700] "GET / HTTP/1.1" 200 13183 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36" 
124.79.124.80 - - [20/Jun/2023:20:13:44 -0700] "GET /css/style.css HTTP/1.1" 404 305 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36" 
124.79.124.80 - - [20/Jun/2023:20:13:44 -0700] "GET /GitHub-Mark.png HTTP/1.1" 200 7556 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36" 
124.79.124.80 - - [20/Jun/2023:20:13:44 -0700] "GET /twitter-icon.png HTTP/1.1" 200 27916 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36" 
124.79.124.80 - - [20/Jun/2023:20:14:14 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 713 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36" 
104.28.77.172 - - [20/Jun/2023:20:14:32 -0700] "GET / HTTP/1.1" 200 13183 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15" 
104.28.77.172 - - [20/Jun/2023:20:14:32 -0700] "GET /css/style.css HTTP/1.1" 404 328 "http://www.secrepo.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15" 
104.28.77.172 - - [20/Jun/2023:20:14:32 -0700] "GET /twitter-icon.png HTTP/1.1" 200 27916 "http://www.secrepo.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15" 
104.28.77.172 - - [20/Jun/2023:20:14:32 -0700] "GET /GitHub-Mark.png HTTP/1.1" 200 7533 "http://www.secrepo.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15" 
27.150.191.126 - - [20/Jun/2023:20:14:54 -0700] "GET /ajax.googleapis.com/ajax/libs/jquery/2.0.2/jquery.min.js HTTP/1.1" 404 328 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.25 Safari/537.36" 
27.150.191.126 - - [20/Jun/2023:20:14:55 -0700] "GET /netdna.bootstrapcdn.com/bootstrap/3.1.1/js/bootstrap.min.js HTTP/1.1" 404 305 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.25 Safari/537.36" 
27.150.191.126 - - [20/Jun/2023:20:14:55 -0700] "GET /www.google-analytics.com/analytics.js HTTP/1.1" 404 305 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.25 Safari/537.36" 
27.150.191.126 - - [20/Jun/2023:20:14:55 -0700] "GET /quantserve.com/quant.js HTTP/1.1" 404 305 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.25 Safari/537.36" 
182.131.31.38 - - [20/Jun/2023:20:34:00 -0700] "GET / HTTP/1.1" 200 13185 "http://www.secrepo.com" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" 
182.150.1.23 - - [20/Jun/2023:20:35:36 -0700] "GET / HTTP/1.1" 200 13185 "http://www.secrepo.com" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.3 (KHTML, like Gecko) Chrome/6.0.472.33 Safari/534.3 SE 2.X MetaSr 1.0" 
27.115.124.118 - - [20/Jun/2023:20:39:04 -0700] "GET / HTTP/1.1" 200 13185 "http://baidu.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36" 
27.115.124.118 - - [20/Jun/2023:20:39:04 -0700] "GET /css/style.css HTTP/1.1" 404 305 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.120 Safari/537.36" 
27.115.124.118 - - [20/Jun/2023:20:39:09 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 669 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" 
42.236.10.84 - - [20/Jun/2023:20:39:48 -0700] "GET / HTTP/1.1" 301 475 "http://baidu.com/" "Mozilla/5.0 (Linux; Android 8.0; Pixel 2 Build/OPD3.170816.012) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Mobile Safari/537.36" 
42.236.10.75 - - [20/Jun/2023:20:39:49 -0700] "GET / HTTP/1.1" 200 13185 "http://baidu.com/" "Mozilla/5.0 (Linux; Android 8.0; Pixel 2 Build/OPD3.170816.012) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Mobile Safari/537.36" 
42.236.10.84 - - [20/Jun/2023:20:39:53 -0700] "GET /twitter-icon.png HTTP/1.1" 200 27916 "http://www.secrepo.com/" "Mozilla/5.0 (Linux; Android 8.0; Pixel 2 Build/OPD3.170816.012) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Mobile Safari/537.36" 
42.236.10.75 - - [20/Jun/2023:20:39:53 -0700] "GET /css/style.css HTTP/1.1" 404 305 "http://www.secrepo.com/" "Mozilla/5.0 (Linux; Android 8.0; Pixel 2 Build/OPD3.170816.012) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Mobile Safari/537.36" 
42.236.10.93 - - [20/Jun/2023:20:39:53 -0700] "GET /GitHub-Mark.png HTTP/1.1" 200 7556 "http://www.secrepo.com/" "Mozilla/5.0 (Linux; Android 8.0; Pixel 2 Build/OPD3.170816.012) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Mobile Safari/537.36" 
42.236.10.75 - - [20/Jun/2023:20:39:53 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 669 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" 
42.236.10.117 - - [20/Jun/2023:20:40:44 -0700] "GET / HTTP/1.1" 200 13185 "http://baidu.com/" "Mozilla/5.0 (Linux; Android 8.0; Pixel 2 Build/OPD3.170816.012) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Mobile Safari/537.36" 
42.236.10.117 - - [20/Jun/2023:20:40:44 -0700] "GET /css/style.css HTTP/1.1" 404 305 "http://www.secrepo.com/" "Mozilla/5.0 (Linux; Android 8.0; Pixel 2 Build/OPD3.170816.012) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Mobile Safari/537.36" 
42.236.10.125 - - [20/Jun/2023:20:40:49 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 669 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" 
114.119.148.103 - - [20/Jun/2023:20:46:06 -0700] "GET /self.logs/error.log.2020-12-17 HTTP/1.1" 200 351 "http://www.secrepo.com/self.logs?C=N%3BO%3DD" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
42.83.147.55 - - [20/Jun/2023:20:47:10 -0700] "GET / HTTP/1.1" 301 419 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)Chrome/74.0.3729.169 Safari/537.36" 
42.83.147.55 - - [20/Jun/2023:20:47:11 -0700] "GET / HTTP/1.1" 429 430 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)Chrome/74.0.3729.169 Safari/537.36" 
222.211.72.52 - - [20/Jun/2023:20:52:22 -0700] "GET / HTTP/1.1" 200 13185 "http://www.secrepo.com" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.50 (KHTML, like Gecko) Version/5.1 Safari/534.50" 
112.103.98.201 - - [20/Jun/2023:20:52:55 -0700] "GET /favicon.ico HTTP/1.1" 304 261 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36" 
222.77.96.141 - - [20/Jun/2023:20:58:05 -0700] "GET / HTTP/1.1" 200 13185 "http://www.secrepo.com" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:6.0) Gecko/20100101 Firefox/6.0" 
222.77.96.129 - - [20/Jun/2023:20:58:21 -0700] "GET / HTTP/1.1" 200 13185 "http://www.secrepo.com" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" 
157.55.39.227 - - [20/Jun/2023:21:15:58 -0700] "GET /Datasets%20Description/HTML_Bro_log_2/ssl.html HTTP/1.1" 200 1860 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" 
