66.249.66.92 - - [18/Feb/2022:02:27:26 -0800] "GET /ads.txt HTTP/1.1" 404 328 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 
82.80.249.137 - - [18/Feb/2022:16:26:42 -0800] "GET /Datasets%20Description/HTML_Bro_log_1/?C=M;O=D HTTP/1.1" 200 755 "http://www.secrepo.com/Datasets Description/HTML_Bro_log_1/?C=M;O=A" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:26:42 -0800] "GET /Datasets%20Description/HTML_Bro_log_1/?C=S;O=D HTTP/1.1" 200 785 "http://www.secrepo.com/Datasets Description/HTML_Bro_log_1/?C=S;O=A" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.41 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:26:42 -0800] "GET /Datasets%20Description/HTML_Bro_log_1/?C=D;O=D HTTP/1.1" 200 789 "http://www.secrepo.com/Datasets Description/HTML_Bro_log_1/?C=D;O=A" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0" 
82.80.249.137 - - [18/Feb/2022:16:26:42 -0800] "GET /Datasets%20Description/HTML_Bro_log_3/?C=N;O=A HTTP/1.1" 200 779 "http://www.secrepo.com/Datasets Description/HTML_Bro_log_3/?C=N;O=D" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:26:42 -0800] "GET /Datasets%20Description/HTML_Bro_log_3/?C=M;O=D HTTP/1.1" 200 744 "http://www.secrepo.com/Datasets Description/HTML_Bro_log_3/?C=M;O=A" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:25.0) Gecko/20100101 Firefox/25.0" 
82.80.249.137 - - [18/Feb/2022:16:26:42 -0800] "GET /Datasets%20Description/HTML_Bro_log_3/?C=S;O=D HTTP/1.1" 200 741 "http://www.secrepo.com/Datasets Description/HTML_Bro_log_3/?C=S;O=A" "Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:26.0) Gecko/20100101 Firefox/26.0" 
82.80.249.137 - - [18/Feb/2022:16:26:43 -0800] "GET /Datasets%20Description/HTML_Bro_log_3/?C=D;O=D HTTP/1.1" 200 744 "http://www.secrepo.com/Datasets Description/HTML_Bro_log_3/?C=D;O=A" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:26.0) Gecko/20100101 Firefox/26.0" 
82.80.249.137 - - [18/Feb/2022:16:26:43 -0800] "GET /Datasets%20Description/HTML_Bro_log_2/?C=N;O=A HTTP/1.1" 200 754 "http://www.secrepo.com/Datasets Description/HTML_Bro_log_2/?C=N;O=D" "Mozilla/5.0 (Windows NT 6.1; rv:25.0) Gecko/20100101 Firefox/25.0" 
82.80.249.137 - - [18/Feb/2022:16:26:43 -0800] "GET /Datasets%20Description/HTML_Bro_log_2/?C=M;O=D HTTP/1.1" 200 754 "http://www.secrepo.com/Datasets Description/HTML_Bro_log_2/?C=M;O=A" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)" 
82.80.249.137 - - [18/Feb/2022:16:26:43 -0800] "GET /Datasets%20Description/HTML_Bro_log_2/?C=D;O=D HTTP/1.1" 200 754 "http://www.secrepo.com/Datasets Description/HTML_Bro_log_2/?C=D;O=A" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)" 
82.80.249.137 - - [18/Feb/2022:16:26:44 -0800] "GET /Datasets%20Description/HTML_Bro_log_2/?C=S;O=D HTTP/1.1" 200 749 "http://www.secrepo.com/Datasets Description/HTML_Bro_log_2/?C=S;O=A" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:33.0) Gecko/20100101 Firefox/33.0" 
82.80.249.137 - - [18/Feb/2022:16:26:44 -0800] "GET /Datasets%20Description/Network/?C=N;O=A HTTP/1.1" 200 691 "http://www.secrepo.com/Datasets Description/Network/?C=S;O=A" "Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.91 Safari/534.30" 
82.80.249.137 - - [18/Feb/2022:16:26:44 -0800] "GET /Datasets%20Description/Network/?C=S;O=D HTTP/1.1" 200 688 "http://www.secrepo.com/Datasets Description/Network/?C=S;O=A" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.73.11 (KHTML, like Gecko) Version/6.1.1 Safari/537.73.11" 
82.80.249.137 - - [18/Feb/2022:16:26:44 -0800] "GET /Datasets%20Description/Network/?C=M;O=D HTTP/1.1" 200 687 "http://www.secrepo.com/Datasets Description/Network/?C=M;O=A" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:26:44 -0800] "GET /Datasets%20Description/Network/?C=D;O=D HTTP/1.1" 200 687 "http://www.secrepo.com/Datasets Description/Network/?C=D;O=A" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:26.0) Gecko/20100101 Firefox/26.0" 
82.80.249.137 - - [18/Feb/2022:16:26:44 -0800] "GET /Datasets%20Description/PE_malware/?C=N;O=A HTTP/1.1" 200 608 "http://www.secrepo.com/Datasets Description/PE_malware/?C=D;O=A" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.73.11 (KHTML, like Gecko) Version/6.1.1 Safari/537.73.11" 
82.80.249.137 - - [18/Feb/2022:16:26:44 -0800] "GET /Datasets%20Description/PE_malware/?C=D;O=D HTTP/1.1" 200 605 "http://www.secrepo.com/Datasets Description/PE_malware/?C=D;O=A" "Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; rv:11.0) like Gecko" 
82.80.249.137 - - [18/Feb/2022:16:26:44 -0800] "GET /Datasets%20Description/PE_malware/?C=M;O=D HTTP/1.1" 200 605 "http://www.secrepo.com/Datasets Description/PE_malware/?C=M;O=A" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:26:45 -0800] "GET /Datasets%20Description/PE_malware/?C=S;O=D HTTP/1.1" 200 605 "http://www.secrepo.com/Datasets Description/PE_malware/?C=S;O=A" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0" 
82.80.249.137 - - [18/Feb/2022:16:26:45 -0800] "GET /Datasets%20Description/HTML_Bro_log_1/?C=N;O=A HTTP/1.1" 301 507 "http://secrepo.com/Datasets Description/HTML_Bro_log_1/?C=N;O=D" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.71 (KHTML, like Gecko) Version/6.1 Safari/537.71" 
82.80.249.137 - - [18/Feb/2022:16:26:45 -0800] "GET /Datasets%20Description/HTML_Bro_log_1/?C=M;O=D HTTP/1.1" 301 507 "http://secrepo.com/Datasets Description/HTML_Bro_log_1/?C=M;O=A" "Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko" 
82.80.249.137 - - [18/Feb/2022:16:26:45 -0800] "GET /Datasets%20Description/HTML_Bro_log_1/?C=S;O=D HTTP/1.1" 301 507 "http://secrepo.com/Datasets Description/HTML_Bro_log_1/?C=S;O=A" "Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:26:45 -0800] "GET /Datasets%20Description/HTML_Bro_log_1/?C=N;O=A HTTP/1.1" 200 756 "http://secrepo.com/Datasets Description/HTML_Bro_log_1/?C=N;O=D" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.71 (KHTML, like Gecko) Version/6.1 Safari/537.71" 
82.80.249.137 - - [18/Feb/2022:16:26:45 -0800] "GET /Datasets%20Description/HTML_Bro_log_1/?C=M;O=D HTTP/1.1" 200 755 "http://secrepo.com/Datasets Description/HTML_Bro_log_1/?C=M;O=A" "Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko" 
82.80.249.137 - - [18/Feb/2022:16:26:45 -0800] "GET /Datasets%20Description/HTML_Bro_log_1/?C=S;O=D HTTP/1.1" 200 751 "http://secrepo.com/Datasets Description/HTML_Bro_log_1/?C=S;O=A" "Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:26:46 -0800] "GET /Datasets%20Description/HTML_Bro_log_1/?C=D;O=D HTTP/1.1" 301 507 "http://secrepo.com/Datasets Description/HTML_Bro_log_1/?C=D;O=A" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)" 
82.80.249.137 - - [18/Feb/2022:16:26:46 -0800] "GET /Datasets%20Description/HTML_Bro_log_2/?C=N;O=A HTTP/1.1" 301 507 "http://secrepo.com/Datasets Description/HTML_Bro_log_2/?C=M;O=A" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:26:46 -0800] "GET /Datasets%20Description/HTML_Bro_log_2/?C=M;O=D HTTP/1.1" 301 507 "http://secrepo.com/Datasets Description/HTML_Bro_log_2/?C=M;O=A" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0" 
82.80.249.137 - - [18/Feb/2022:16:26:46 -0800] "GET /Datasets%20Description/HTML_Bro_log_1/?C=D;O=D HTTP/1.1" 200 755 "http://secrepo.com/Datasets Description/HTML_Bro_log_1/?C=D;O=A" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0)" 
82.80.249.137 - - [18/Feb/2022:16:26:46 -0800] "GET /Datasets%20Description/HTML_Bro_log_2/?C=N;O=A HTTP/1.1" 200 754 "http://secrepo.com/Datasets Description/HTML_Bro_log_2/?C=M;O=A" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:26:46 -0800] "GET /Datasets%20Description/HTML_Bro_log_2/?C=S;O=D HTTP/1.1" 301 507 "http://secrepo.com/Datasets Description/HTML_Bro_log_2/?C=S;O=A" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/31.0.1650.63 Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:26:46 -0800] "GET /Datasets%20Description/HTML_Bro_log_2/?C=M;O=D HTTP/1.1" 200 754 "http://secrepo.com/Datasets Description/HTML_Bro_log_2/?C=M;O=A" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:26.0) Gecko/20100101 Firefox/26.0" 
82.80.249.137 - - [18/Feb/2022:16:26:46 -0800] "GET /Datasets%20Description/HTML_Bro_log_2/?C=S;O=D HTTP/1.1" 200 749 "http://secrepo.com/Datasets Description/HTML_Bro_log_2/?C=S;O=A" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/31.0.1650.63 Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:26:47 -0800] "GET /Datasets%20Description/HTML_Bro_log_2/?C=D;O=D HTTP/1.1" 301 507 "http://secrepo.com/Datasets Description/HTML_Bro_log_2/?C=D;O=A" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.3) Gecko/20100101 Firefox/27.3" 
82.80.249.137 - - [18/Feb/2022:16:26:47 -0800] "GET /Datasets%20Description/HTML_Bro_log_3/?C=N;O=A HTTP/1.1" 301 507 "http://secrepo.com/Datasets Description/HTML_Bro_log_3/?C=N;O=D" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1" 
82.80.249.137 - - [18/Feb/2022:16:26:47 -0800] "GET /Datasets%20Description/HTML_Bro_log_3/?C=M;O=D HTTP/1.1" 301 507 "http://secrepo.com/Datasets Description/HTML_Bro_log_3/?C=M;O=A" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:26:47 -0800] "GET /Datasets%20Description/HTML_Bro_log_2/?C=D;O=D HTTP/1.1" 200 754 "http://secrepo.com/Datasets Description/HTML_Bro_log_2/?C=D;O=A" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.3) Gecko/20100101 Firefox/27.3" 
82.80.249.137 - - [18/Feb/2022:16:26:47 -0800] "GET /Datasets%20Description/HTML_Bro_log_3/?C=M;O=D HTTP/1.1" 200 744 "http://secrepo.com/Datasets Description/HTML_Bro_log_3/?C=M;O=A" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:26:47 -0800] "GET /Datasets%20Description/HTML_Bro_log_3/?C=N;O=A HTTP/1.1" 200 745 "http://secrepo.com/Datasets Description/HTML_Bro_log_3/?C=N;O=D" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/536.30.1 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1" 
82.80.249.137 - - [18/Feb/2022:16:26:48 -0800] "GET /Datasets%20Description/HTML_Bro_log_3/?C=S;O=D HTTP/1.1" 301 507 "http://secrepo.com/Datasets Description/HTML_Bro_log_3/?C=S;O=A" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:25.0) Gecko/20100101 Firefox/25.0" 
82.80.249.137 - - [18/Feb/2022:16:26:48 -0800] "GET /Datasets%20Description/PE_malware/?C=N;O=A HTTP/1.1" 301 499 "http://secrepo.com/Datasets Description/PE_malware/?C=N;O=D" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" 
82.80.249.137 - - [18/Feb/2022:16:26:48 -0800] "GET /Datasets%20Description/PE_malware/?C=M;O=D HTTP/1.1" 301 499 "http://secrepo.com/Datasets Description/PE_malware/?C=M;O=A" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0" 
82.80.249.137 - - [18/Feb/2022:16:26:48 -0800] "GET /Datasets%20Description/HTML_Bro_log_3/?C=D;O=D HTTP/1.1" 301 507 "http://secrepo.com/Datasets Description/HTML_Bro_log_3/?C=D;O=A" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0" 
82.80.249.137 - - [18/Feb/2022:16:26:48 -0800] "GET /Datasets%20Description/HTML_Bro_log_3/?C=S;O=D HTTP/1.1" 200 741 "http://secrepo.com/Datasets Description/HTML_Bro_log_3/?C=S;O=A" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:25.0) Gecko/20100101 Firefox/25.0" 
82.80.249.137 - - [18/Feb/2022:16:26:48 -0800] "GET /Datasets%20Description/PE_malware/?C=N;O=A HTTP/1.1" 200 608 "http://secrepo.com/Datasets Description/PE_malware/?C=N;O=D" "Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko" 
82.80.249.137 - - [18/Feb/2022:16:26:48 -0800] "GET /Datasets%20Description/PE_malware/?C=M;O=D HTTP/1.1" 200 605 "http://secrepo.com/Datasets Description/PE_malware/?C=M;O=A" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0" 
82.80.249.137 - - [18/Feb/2022:16:26:48 -0800] "GET /Datasets%20Description/HTML_Bro_log_3/?C=D;O=D HTTP/1.1" 200 778 "http://secrepo.com/Datasets Description/HTML_Bro_log_3/?C=D;O=A" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0" 
82.80.249.137 - - [18/Feb/2022:16:26:48 -0800] "GET /Datasets%20Description/PE_malware/?C=S;O=D HTTP/1.1" 301 499 "http://secrepo.com/Datasets Description/PE_malware/?C=S;O=A" "Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.91 Safari/534.30" 
82.80.249.137 - - [18/Feb/2022:16:26:48 -0800] "GET /Datasets%20Description/Network/?C=M;O=D HTTP/1.1" 301 493 "http://secrepo.com/Datasets Description/Network/?C=M;O=A" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:26:48 -0800] "GET /Datasets%20Description/PE_malware/?C=D;O=D HTTP/1.1" 301 499 "http://secrepo.com/Datasets Description/PE_malware/?C=D;O=A" "Mozilla/6.0 (compatible)" 
82.80.249.137 - - [18/Feb/2022:16:26:48 -0800] "GET /Datasets%20Description/Network/?C=N;O=A HTTP/1.1" 301 493 "http://secrepo.com/Datasets Description/Network/?C=N;O=D" "Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:26.0) Gecko/20100101 Firefox/26.0" 
82.80.249.137 - - [18/Feb/2022:16:26:48 -0800] "GET /Datasets%20Description/PE_malware/?C=D;O=D HTTP/1.1" 200 605 "http://secrepo.com/Datasets Description/PE_malware/?C=D;O=A" "Mozilla/6.0 (compatible)" 
82.80.249.137 - - [18/Feb/2022:16:26:48 -0800] "GET /Datasets%20Description/Network/?C=M;O=D HTTP/1.1" 200 687 "http://secrepo.com/Datasets Description/Network/?C=M;O=A" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36" 
82.80.249.137 - - [18/Feb/2022:16:26:48 -0800] "GET /Datasets%20Description/Network/?C=N;O=A HTTP/1.1" 200 691 "http://secrepo.com/Datasets Description/Network/?C=N;O=D" "Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:26.0) Gecko/20100101 Firefox/26.0" 
82.80.249.137 - - [18/Feb/2022:16:26:48 -0800] "GET /Datasets%20Description/PE_malware/?C=S;O=D HTTP/1.1" 200 605 "http://secrepo.com/Datasets Description/PE_malware/?C=S;O=A" "Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.91 Safari/534.30" 
82.80.249.137 - - [18/Feb/2022:16:26:49 -0800] "GET /Datasets%20Description/Network/?C=D;O=D HTTP/1.1" 301 493 "http://secrepo.com/Datasets Description/Network/?C=D;O=A" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0" 
82.80.249.137 - - [18/Feb/2022:16:26:49 -0800] "GET /Datasets%20Description/Network/?C=S;O=D HTTP/1.1" 301 493 "http://secrepo.com/Datasets Description/Network/?C=S;O=A" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.3) Gecko/20100101 Firefox/27.3" 
82.80.249.137 - - [18/Feb/2022:16:26:49 -0800] "GET /Datasets%20Description/Network/?C=D;O=D HTTP/1.1" 200 687 "http://secrepo.com/Datasets Description/Network/?C=D;O=A" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0" 
82.80.249.137 - - [18/Feb/2022:16:26:49 -0800] "GET /Datasets%20Description/Network/?C=S;O=D HTTP/1.1" 200 688 "http://secrepo.com/Datasets Description/Network/?C=S;O=A" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.3) Gecko/20100101 Firefox/27.3" 
114.119.149.237 - - [18/Feb/2022:16:31:21 -0800] "GET /self.logs/2016/access.log.2016-07-23.gz HTTP/1.1" 200 7593 "-" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
202.79.169.182 - - [18/Feb/2022:16:34:54 -0800] "HEAD / HTTP/1.1" 200 396 "http://www.secrepo.com/" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
202.79.169.182 - - [18/Feb/2022:16:34:55 -0800] "GET //index.php?function=call_user_func_array&s=%2FIndex%2F%5Cthink%5Capp%2Finvokefunction&vars%5B0%5D=printf&vars%5B1%5D%5B%5D=77770123 HTTP/1.1" 418 691 "https://cn.aliyun.com" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
202.79.169.182 - - [18/Feb/2022:16:34:55 -0800] "POST //index.php?s=captcha HTTP/1.1" 404 250 "https://cn.aliyun.com" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
202.79.169.182 - - [18/Feb/2022:16:34:55 -0800] "GET //?function=call_user_func_array&s=%2FIndex%2F%5Cthink%5Capp%2Finvokefunction&vars%5B0%5D=printf&vars%5B1%5D%5B%5D=77770123 HTTP/1.1" 418 691 "https://cn.aliyun.com" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
202.79.169.182 - - [18/Feb/2022:16:34:55 -0800] "POST //?s=captcha HTTP/1.1" 200 49055 "https://cn.aliyun.com" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
202.79.169.182 - - [18/Feb/2022:16:34:56 -0800] "GET //?s=%5Cthink%5Capp/invokefunction&function=assert&vars%5B0%5D=print%20md5(%27chaonan%27)&vars%5B1%5D%5B%5D=1 HTTP/1.1" 418 691 "https://cn.aliyun.com" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
202.79.169.182 - - [18/Feb/2022:16:34:57 -0800] "POST //?s=index HTTP/1.1" 200 49055 "https://cn.aliyun.com" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
202.79.169.182 - - [18/Feb/2022:16:34:57 -0800] "GET //?s=admin/%5Cthink%5Capp/invokefunction&function=call_user_func_array&vars%5B0%5D=printf&vars%5B1%5D%5B%5D=77770123 HTTP/1.1" 418 691 "https://cn.aliyun.com" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
202.79.169.182 - - [18/Feb/2022:16:34:57 -0800] "GET //?s=index/%5Cthink%5Capp/invokefunction&function=assert&vars%5B0%5D=print%20md5(%27chaonan%27)&vars%5B1%5D%5B%5D=1 HTTP/1.1" 418 691 "https://cn.aliyun.com" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
202.79.169.182 - - [18/Feb/2022:16:34:57 -0800] "GET //?s=index/%5Cthink%5CContainer/invokefunction&function=assert&vars%5B0%5D=print%20md5(%27chaonan%27)&vars%5B1%5D%5B%5D=1 HTTP/1.1" 418 691 "https://cn.aliyun.com" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
202.79.169.182 - - [18/Feb/2022:16:34:58 -0800] "GET //?function=call_user_func_array&s=/user/%5Cthink%5Capp/invokefunction&vars%5B0%5D=printf&vars%5B1%5D%5B%5D=77770123 HTTP/1.1" 418 691 "https://cn.aliyun.com" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
202.79.169.182 - - [18/Feb/2022:16:34:58 -0800] "GET //?function=call_user_func_array&s=/Index/%5Cthink%5CContainer/invokefunction&vars%5B0%5D=printf&vars%5B1%5D%5B%5D=77770123 HTTP/1.1" 418 691 "https://cn.aliyun.com" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
202.79.169.182 - - [18/Feb/2022:16:34:58 -0800] "GET //?s=api/%5Cthink%5Capp/invokefunction&function=call_user_func_array&vars%5B0%5D=printf&vars%5B1%5D%5B%5D=77770123 HTTP/1.1" 418 691 "https://cn.aliyun.com" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
202.79.169.182 - - [18/Feb/2022:16:34:58 -0800] "GET //inex.php?s=%5Cthink%5Capp/invokefunction&function=assert&vars%5B0%5D=print%20md5(%27chaonan%27)&vars%5B1%5D%5B%5D=1 HTTP/1.1" 418 691 "https://cn.aliyun.com" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
202.79.169.182 - - [18/Feb/2022:16:34:59 -0800] "POST //index.php?s=index HTTP/1.1" 404 250 "https://cn.aliyun.com" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
202.79.169.182 - - [18/Feb/2022:16:34:59 -0800] "GET //index.php?s=admin/%5Cthink%5Capp/invokefunction&function=call_user_func_array&vars%5B0%5D=printf&vars%5B1%5D%5B%5D=77770123 HTTP/1.1" 418 691 "https://cn.aliyun.com" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
202.79.169.182 - - [18/Feb/2022:16:34:59 -0800] "GET //index.php?s=index/%5Cthink%5Capp/invokefunction&function=assert&vars%5B0%5D=print%20md5(%27chaonan%27)&vars%5B1%5D%5B%5D=1 HTTP/1.1" 418 691 "https://cn.aliyun.com" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
202.79.169.182 - - [18/Feb/2022:16:35:00 -0800] "GET //index.php?s=index/%5Cthink%5CContainer/invokefunction&function=assert&vars%5B0%5D=print%20md5(%27chaonan%27)&vars%5B1%5D%5B%5D=1 HTTP/1.1" 418 691 "https://cn.aliyun.com" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
202.79.169.182 - - [18/Feb/2022:16:35:00 -0800] "GET //index.php?function=call_user_func_array&s=/user/%5Cthink%5Capp/invokefunction&vars%5B0%5D=printf&vars%5B1%5D%5B%5D=77770123 HTTP/1.1" 418 691 "https://cn.aliyun.com" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
202.79.169.182 - - [18/Feb/2022:16:35:00 -0800] "GET //index.php?function=call_user_func_array&s=/Index/%5Cthink%5CContainer/invokefunction&vars%5B0%5D=printf&vars%5B1%5D%5B%5D=77770123 HTTP/1.1" 418 691 "https://cn.aliyun.com" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
202.79.169.182 - - [18/Feb/2022:16:35:00 -0800] "GET //index.php?s=api/%5Cthink%5Capp/invokefunction&function=call_user_func_array&vars%5B0%5D=printf&vars%5B1%5D%5B%5D=77770123 HTTP/1.1" 418 691 "https://cn.aliyun.com" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
114.119.140.174 - - [18/Feb/2022:16:36:58 -0800] "GET /self.logs/2016/access.log.2016-08-29.gz HTTP/1.1" 200 10313 "-" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)" 
51.222.253.6 - - [18/Feb/2022:16:37:21 -0800] "GET /Datasets%20Description/Network/dhcp.html HTTP/1.1" 200 1417 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)" 
